,OffenseTeam,DefenseTeam,Down,ToGo,Formation,PlayType,DefensePassRank,DefenseRunRank
23029,MIN,DET,1,10,UNDER CENTER,1,32,14
23033,DET,MIN,2,6,UNDER CENTER,0,30,22
23034,DET,MIN,1,10,UNDER CENTER,0,30,22
23035,DET,MIN,1,10,UNDER CENTER,1,30,22
23036,DET,MIN,2,1,UNDER CENTER,0,30,22
23037,DET,MIN,1,10,SHOTGUN,1,30,22
23038,CLE,PIT,3,2,SHOTGUN,0,3,13
23040,CLE,PIT,2,2,UNDER CENTER,0,3,13
23042,CLE,PIT,1,10,UNDER CENTER,0,3,13
23045,PIT,CLE,3,2,SHOTGUN,1,18,12
23046,PIT,CLE,2,4,SHOTGUN,1,18,12
23049,PIT,CLE,4,10,SHOTGUN,1,18,12
23050,PIT,CLE,3,10,SHOTGUN,1,18,12
23052,PIT,CLE,2,10,SHOTGUN,1,18,12
23053,PIT,CLE,1,10,SHOTGUN,1,18,12
23056,CLE,PIT,1,3,UNDER CENTER,0,3,13
23058,CLE,PIT,3,8,SHOTGUN,1,3,13
23059,CLE,PIT,2,7,SHOTGUN,1,3,13
23060,CLE,PIT,1,10,UNDER CENTER,0,3,13
23061,PIT,CLE,3,9,SHOTGUN,1,18,12
23062,PIT,CLE,2,10,SHOTGUN,0,18,12
23065,CLE,PIT,1,2,UNDER CENTER,1,3,13
23066,CLE,PIT,2,6,SHOTGUN,1,3,13
23067,CLE,PIT,1,10,UNDER CENTER,0,3,13
23069,CLE,PIT,3,5,SHOTGUN,1,3,13
23070,CLE,PIT,2,7,UNDER CENTER,0,3,13
23071,CLE,PIT,1,10,UNDER CENTER,0,3,13
23072,CLE,PIT,1,10,SHOTGUN,1,3,13
23076,PIT,CLE,3,7,SHOTGUN,1,18,12
23077,PIT,CLE,2,7,NO HUDDLE SHOTGUN,0,18,12
23078,PIT,CLE,1,10,SHOTGUN,1,18,12
23083,CLE,PIT,2,17,SHOTGUN,1,3,13
23084,NYG,DAL,1,10,SHOTGUN,0,21,30
23089,DAL,NYG,2,12,SHOTGUN,1,11,9
23090,DAL,NYG,1,10,UNDER CENTER,0,11,9
23092,DAL,NYG,1,10,NO HUDDLE,1,11,9
23093,DAL,NYG,3,5,SHOTGUN,1,11,9
23094,DAL,NYG,2,5,NO HUDDLE SHOTGUN,1,11,9
23095,DAL,NYG,1,10,NO HUDDLE,0,11,9
23096,DAL,NYG,1,10,NO HUDDLE SHOTGUN,1,11,9
23097,DAL,NYG,2,3,NO HUDDLE SHOTGUN,0,11,9
23098,DAL,NYG,1,10,SHOTGUN,1,11,9
23102,DAL,NYG,1,1,UNDER CENTER,0,11,9
23103,DAL,NYG,2,5,SHOTGUN,1,11,9
23104,DAL,NYG,1,10,NO HUDDLE SHOTGUN,1,11,9
23105,DAL,NYG,1,10,SHOTGUN,1,11,9
23106,DAL,NYG,3,1,UNDER CENTER,0,11,9
23112,DAL,NYG,1,10,SHOTGUN,1,11,9
23115,DAL,NYG,3,13,SHOTGUN,0,11,9
23117,DAL,NYG,2,18,SHOTGUN,1,11,9
23119,DAL,NYG,3,1,UNDER CENTER,0,11,9
23120,DAL,NYG,1,10,NO HUDDLE,1,11,9
23121,NYG,DAL,2,8,SHOTGUN,1,21,30
23122,NYG,DAL,1,10,UNDER CENTER,0,21,30
23123,NYG,DAL,1,10,SHOTGUN,1,21,30
23126,DAL,NYG,3,10,SHOTGUN,1,11,9
23127,DAL,NYG,2,10,SHOTGUN,1,11,9
23128,DAL,NYG,1,10,SHOTGUN,0,11,9
23130,NYG,DAL,3,7,SHOTGUN,1,21,30
23132,NYG,DAL,1,10,UNDER CENTER,1,21,30
23135,DAL,NYG,2,10,UNDER CENTER,0,11,9
23136,DAL,NYG,1,10,SHOTGUN,1,11,9
23138,NYG,DAL,3,6,SHOTGUN,1,21,30
23139,NYG,DAL,2,6,SHOTGUN,0,21,30
23144,NYG,DAL,2,14,SHOTGUN,0,21,30
23145,NYG,DAL,1,15,SHOTGUN,0,21,30
23147,NYG,DAL,1,10,SHOTGUN,1,21,30
23151,DAL,NYG,2,6,SHOTGUN,0,11,9
23152,DAL,NYG,1,10,UNDER CENTER,1,11,9
23153,DAL,NYG,1,10,SHOTGUN,0,11,9
23155,DAL,NYG,2,7,SHOTGUN,1,11,9
23156,DAL,NYG,1,10,UNDER CENTER,0,11,9
23159,NYG,DAL,2,3,UNDER CENTER,0,21,30
23161,NYG,DAL,1,10,SHOTGUN,1,21,30
23162,NYG,DAL,2,2,UNDER CENTER,0,21,30
23164,NYG,DAL,1,10,SHOTGUN,1,21,30
23168,NYJ,NE,1,10,SHOTGUN,1,24,17
23171,NE,NYJ,3,7,SHOTGUN,0,23,6
23172,NE,NYJ,2,9,SHOTGUN,0,23,6
23174,NE,NYJ,1,10,UNDER CENTER,0,23,6
23176,NE,NYJ,2,9,UNDER CENTER,0,23,6
23178,NE,NYJ,1,10,UNDER CENTER,0,23,6
23179,NE,NYJ,3,1,UNDER CENTER,0,23,6
23180,NE,NYJ,2,8,UNDER CENTER,0,23,6
23182,NYJ,NE,2,10,SHOTGUN,0,24,17
23183,NYJ,NE,1,10,SHOTGUN,1,24,17
23184,NYJ,NE,3,1,UNDER CENTER,0,24,17
23186,CLE,PIT,3,5,SHOTGUN,1,3,13
23191,CLE,PIT,1,10,SHOTGUN,1,3,13
23195,PIT,CLE,3,13,SHOTGUN,0,18,12
23198,PIT,CLE,1,10,SHOTGUN,1,18,12
23199,PIT,CLE,3,9,SHOTGUN,1,18,12
23200,PIT,CLE,2,20,SHOTGUN,1,18,12
23201,PIT,CLE,1,20,SHOTGUN,1,18,12
23203,BAL,CIN,4,3,SHOTGUN,1,26,31
23205,BAL,CIN,2,8,SHOTGUN,1,26,31
23207,BAL,CIN,3,1,SHOTGUN,0,26,31
23208,BAL,CIN,2,7,SHOTGUN,0,26,31
23209,BAL,CIN,1,10,SHOTGUN,0,26,31
23212,CIN,BAL,2,9,SHOTGUN,1,4,26
23213,CIN,BAL,1,10,UNDER CENTER,0,4,26
23216,BAL,CIN,3,2,UNDER CENTER,0,26,31
23217,BAL,CIN,2,7,SHOTGUN,0,26,31
23218,BAL,CIN,1,10,SHOTGUN,0,26,31
23219,BAL,CIN,2,10,SHOTGUN,0,26,31
23220,BAL,CIN,1,10,SHOTGUN,1,26,31
23222,CIN,BAL,3,18,SHOTGUN,1,4,26
23224,CIN,BAL,2,8,SHOTGUN,1,4,26
23225,CIN,BAL,1,10,UNDER CENTER,0,4,26
23228,BAL,CIN,3,10,SHOTGUN,0,26,31
23229,BAL,CIN,2,10,SHOTGUN,1,26,31
23230,BAL,CIN,1,20,SHOTGUN,1,26,31
23232,BAL,CIN,3,1,UNDER CENTER,0,26,31
23233,BAL,CIN,2,3,SHOTGUN,0,26,31
23234,BAL,CIN,1,10,SHOTGUN,0,26,31
23237,BAL,CIN,3,1,SHOTGUN,0,26,31
23238,BAL,CIN,2,6,SHOTGUN,1,26,31
23239,BAL,CIN,1,10,SHOTGUN,0,26,31
23243,CHI,GB,1,4,SHOTGUN,1,9,21
23245,CHI,GB,2,4,NO HUDDLE SHOTGUN,1,9,21
23246,CHI,GB,1,10,NO HUDDLE SHOTGUN,1,9,21
23247,CHI,GB,4,6,NO HUDDLE SHOTGUN,1,9,21
23248,CHI,GB,3,10,SHOTGUN,1,9,21
23250,CHI,GB,2,10,SHOTGUN,1,9,21
23251,CHI,GB,1,10,NO HUDDLE SHOTGUN,1,9,21
23252,CHI,GB,3,2,NO HUDDLE SHOTGUN,1,9,21
23253,CHI,GB,2,10,SHOTGUN,0,9,21
23254,CHI,GB,1,10,SHOTGUN,1,9,21
23257,GB,CHI,1,6,SHOTGUN,1,17,8
23259,GB,CHI,2,4,UNDER CENTER,0,17,8
23261,GB,CHI,1,10,UNDER CENTER,0,17,8
23262,CHI,GB,2,6,NO HUDDLE SHOTGUN,1,9,21
23263,CHI,GB,1,10,SHOTGUN,1,9,21
23267,GB,CHI,1,4,SHOTGUN,0,17,8
23268,GB,CHI,2,9,UNDER CENTER,1,17,8
23269,GB,CHI,1,10,UNDER CENTER,0,17,8
23270,GB,CHI,1,10,SHOTGUN,1,17,8
23271,GB,CHI,3,7,SHOTGUN,1,17,8
23272,GB,CHI,2,7,SHOTGUN,1,17,8
23273,GB,CHI,1,10,SHOTGUN,0,17,8
23274,GB,CHI,2,4,SHOTGUN,1,17,8
23275,GB,CHI,1,10,SHOTGUN,1,17,8
23277,CHI,GB,4,1,SHOTGUN,1,9,21
23278,CHI,GB,3,1,UNDER CENTER,0,9,21
23279,CHI,GB,2,7,UNDER CENTER,1,9,21
23282,CHI,GB,1,10,UNDER CENTER,1,9,21
23284,CHI,GB,2,8,UNDER CENTER,0,9,21
23285,CHI,GB,1,10,UNDER CENTER,1,9,21
23286,CHI,GB,3,3,SHOTGUN,1,9,21
23287,CHI,GB,2,5,SHOTGUN,0,9,21
23288,CHI,GB,1,10,SHOTGUN,1,9,21
23291,GB,CHI,3,1,UNDER CENTER,1,17,8
23292,GB,CHI,2,1,UNDER CENTER,1,17,8
23293,GB,CHI,1,10,UNDER CENTER,0,17,8
23297,CHI,GB,3,7,SHOTGUN,1,9,21
23298,CHI,GB,2,10,SHOTGUN,1,9,21
23299,CHI,GB,1,9,UNDER CENTER,0,9,21
23300,CHI,GB,2,8,UNDER CENTER,1,9,21
23301,CHI,GB,1,10,SHOTGUN,1,9,21
23302,CHI,GB,2,8,SHOTGUN,1,9,21
23303,CHI,GB,1,10,UNDER CENTER,1,9,21
23304,CHI,GB,3,1,SHOTGUN,0,9,21
23305,GB,CHI,1,10,UNDER CENTER,1,17,8
23306,GB,CHI,2,6,UNDER CENTER,1,17,8
23307,GB,CHI,1,10,UNDER CENTER,0,17,8
23312,CHI,GB,1,9,SHOTGUN,1,9,21
23315,CHI,GB,1,10,NO HUDDLE SHOTGUN,1,9,21
23316,CHI,GB,2,4,SHOTGUN,1,9,21
23320,CHI,GB,1,5,SHOTGUN,1,9,21
23322,CHI,GB,4,1,UNDER CENTER,0,9,21
23323,CHI,GB,3,2,SHOTGUN,1,9,21
23324,CHI,GB,2,7,SHOTGUN,0,9,21
23326,CHI,GB,1,10,UNDER CENTER,0,9,21
23327,CHI,GB,3,5,NO HUDDLE SHOTGUN,1,9,21
23328,CHI,GB,2,11,SHOTGUN,1,9,21
23329,CHI,GB,1,10,UNDER CENTER,0,9,21
23331,CHI,GB,1,10,UNDER CENTER,0,9,21
23335,GB,CHI,3,4,SHOTGUN,1,17,8
23336,GB,CHI,2,8,SHOTGUN,0,17,8
23337,GB,CHI,1,15,SHOTGUN,1,17,8
23342,CHI,GB,3,3,SHOTGUN,0,9,21
23343,CHI,GB,2,8,UNDER CENTER,1,9,21
23344,CHI,GB,1,10,UNDER CENTER,0,9,21
23346,CHI,GB,3,14,SHOTGUN,1,9,21
23347,CHI,GB,2,14,SHOTGUN,1,9,21
23350,DAL,NYG,2,10,NO HUDDLE SHOTGUN,0,11,9
23351,DAL,NYG,1,10,NO HUDDLE SHOTGUN,1,11,9
23352,DAL,NYG,1,10,SHOTGUN,1,11,9
23354,NYG,DAL,2,11,SHOTGUN,1,21,30
23355,LAC,KC,3,12,SHOTGUN,1,19,19
23358,KC,LAC,2,10,UNDER CENTER,1,14,20
23361,LAC,KC,2,4,SHOTGUN,1,19,19
23362,LAC,KC,1,5,SHOTGUN,0,19,19
23365,KC,LAC,2,1,SHOTGUN,0,14,20
23366,KC,LAC,1,1,SHOTGUN,0,14,20
23368,KC,LAC,1,10,SHOTGUN,1,14,20
23369,KC,LAC,2,4,SHOTGUN,1,14,20
23370,KC,LAC,1,10,SHOTGUN,0,14,20
23371,KC,LAC,2,5,SHOTGUN,1,14,20
23372,KC,LAC,1,5,UNDER CENTER,1,14,20
23374,KC,LAC,1,10,SHOTGUN,1,14,20
23377,LAC,KC,2,8,SHOTGUN,1,19,19
23378,LAC,KC,1,10,UNDER CENTER,0,19,19
23379,LAC,KC,2,4,SHOTGUN,0,19,19
23380,LAC,KC,1,10,SHOTGUN,0,19,19
23381,LAC,KC,2,8,SHOTGUN,1,19,19
23382,LAC,KC,1,10,SHOTGUN,0,19,19
23383,LAC,KC,2,7,SHOTGUN,1,19,19
23384,LAC,KC,1,10,UNDER CENTER,0,19,19
23385,LAC,KC,2,3,SHOTGUN,0,19,19
23386,LAC,KC,1,10,UNDER CENTER,1,19,19
23387,LAC,KC,2,7,SHOTGUN,1,19,19
23388,LAC,KC,1,10,UNDER CENTER,1,19,19
23391,KC,LAC,1,3,SHOTGUN,1,14,20
23393,KC,LAC,2,7,SHOTGUN,1,14,20
23394,KC,LAC,1,10,SHOTGUN,1,14,20
23395,KC,LAC,3,9,SHOTGUN,1,14,20
23399,MIN,DET,4,1,UNDER CENTER,0,32,14
23401,MIN,DET,3,6,SHOTGUN,1,32,14
23403,MIN,DET,2,5,UNDER CENTER,0,32,14
23404,MIN,DET,1,10,UNDER CENTER,0,32,14
23405,MIN,DET,2,7,SHOTGUN,1,32,14
23406,MIN,DET,1,20,UNDER CENTER,1,32,14
23408,MIN,DET,1,10,UNDER CENTER,1,32,14
23410,DET,MIN,4,1,UNDER CENTER,0,30,22
23411,DET,MIN,3,1,SHOTGUN,1,30,22
23412,MIN,DET,1,1,UNDER CENTER,0,32,14
23413,MIN,DET,3,1,UNDER CENTER,0,32,14
23414,DET,MIN,2,2,UNDER CENTER,0,30,22
23415,DET,MIN,1,5,UNDER CENTER,0,30,22
23417,GB,CHI,2,3,UNDER CENTER,1,17,8
23419,GB,CHI,1,7,SHOTGUN,0,17,8
23421,GB,CHI,3,5,SHOTGUN,0,17,8
23422,GB,CHI,2,6,UNDER CENTER,0,17,8
23424,GB,CHI,2,11,SHOTGUN,1,17,8
23425,GB,CHI,2,11,UNDER CENTER,1,17,8
23426,GB,CHI,1,10,UNDER CENTER,0,17,8
23430,CHI,GB,2,2,UNDER CENTER,0,9,21
23431,CHI,GB,1,10,SHOTGUN,1,9,21
23432,CHI,GB,2,4,SHOTGUN,0,9,21
23433,CHI,GB,1,10,UNDER CENTER,0,9,21
23434,CHI,GB,4,3,NO HUDDLE SHOTGUN,1,9,21
23435,CHI,GB,3,2,SHOTGUN,0,9,21
23436,NO,CAR,1,10,UNDER CENTER,1,12,28
23439,CAR,NO,2,10,SHOTGUN,0,5,5
23440,CAR,NO,1,10,UNDER CENTER,1,5,5
23446,BUF,MIA,2,3,UNDER CENTER,0,25,16
23448,BUF,MIA,1,10,UNDER CENTER,0,25,16
23452,BUF,MIA,1,10,UNDER CENTER,1,25,16
23453,MIA,BUF,2,4,NO HUDDLE SHOTGUN,1,10,24
23454,MIA,BUF,1,10,NO HUDDLE SHOTGUN,0,10,24
23455,MIA,BUF,2,3,NO HUDDLE SHOTGUN,1,10,24
23456,MIA,BUF,1,10,SHOTGUN,1,10,24
23459,BUF,MIA,3,8,SHOTGUN,1,25,16
23461,BUF,MIA,2,9,UNDER CENTER,0,25,16
23463,BUF,MIA,1,10,UNDER CENTER,0,25,16
23466,MIA,BUF,1,10,NO HUDDLE SHOTGUN,0,10,24
23467,MIA,BUF,3,10,SHOTGUN,1,10,24
23468,MIA,BUF,2,10,SHOTGUN,1,10,24
23469,MIA,BUF,1,10,SHOTGUN,1,10,24
23470,MIA,BUF,1,10,NO HUDDLE SHOTGUN,1,10,24
23471,MIA,BUF,1,10,NO HUDDLE SHOTGUN,1,10,24
23472,MIA,BUF,3,1,UNDER CENTER,0,10,24
23473,MIA,BUF,2,8,SHOTGUN,1,10,24
23474,MIA,BUF,1,10,SHOTGUN,0,10,24
23477,BUF,MIA,2,2,UNDER CENTER,0,25,16
23478,BUF,MIA,1,5,UNDER CENTER,0,25,16
23479,BUF,MIA,1,10,UNDER CENTER,1,25,16
23480,MIA,BUF,1,10,SHOTGUN,1,10,24
23483,MIA,BUF,1,10,NO HUDDLE SHOTGUN,0,10,24
23484,MIA,BUF,1,10,SHOTGUN,1,10,24
23485,MIA,BUF,2,10,SHOTGUN,1,10,24
23486,MIA,BUF,1,10,SHOTGUN,1,10,24
23487,MIA,BUF,2,10,SHOTGUN,1,10,24
23488,MIA,BUF,1,10,SHOTGUN,1,10,24
23489,BUF,MIA,3,10,SHOTGUN,1,25,16
23490,MIA,BUF,1,10,NO HUDDLE SHOTGUN,0,10,24
23492,MIA,BUF,1,10,NO HUDDLE SHOTGUN,1,10,24
23494,MIA,BUF,3,1,NO HUDDLE SHOTGUN,1,10,24
23495,MIA,BUF,2,3,SHOTGUN,1,10,24
23496,MIA,BUF,1,10,SHOTGUN,0,10,24
23499,MIA,BUF,1,10,SHOTGUN,1,10,24
23500,BUF,MIA,2,13,UNDER CENTER,1,25,16
23501,BUF,MIA,1,10,UNDER CENTER,0,25,16
23502,BUF,MIA,2,10,SHOTGUN,1,25,16
23503,BUF,MIA,1,10,UNDER CENTER,0,25,16
23504,BUF,MIA,2,10,UNDER CENTER,0,25,16
23505,MIA,BUF,1,10,SHOTGUN,1,10,24
23510,MIA,BUF,2,7,UNDER CENTER,0,10,24
23512,MIA,BUF,1,9,SHOTGUN,0,10,24
23513,MIA,BUF,2,5,SHOTGUN,1,10,24
23514,MIA,BUF,1,10,SHOTGUN,1,10,24
23515,MIA,BUF,2,7,SHOTGUN,1,10,24
23518,BUF,MIA,2,10,SHOTGUN,1,25,16
23519,BUF,MIA,1,10,NO HUDDLE,1,25,16
23520,BUF,MIA,2,10,SHOTGUN,1,25,16
23521,BUF,MIA,1,10,UNDER CENTER,1,25,16
23523,BUF,MIA,2,2,NO HUDDLE SHOTGUN,1,25,16
23524,BUF,MIA,1,10,SHOTGUN,1,25,16
23526,MIA,BUF,3,10,SHOTGUN,1,10,24
23527,MIA,BUF,2,10,SHOTGUN,1,10,24
23528,MIA,BUF,1,10,SHOTGUN,0,10,24
23529,MIA,BUF,2,6,NO HUDDLE SHOTGUN,1,10,24
23530,MIA,BUF,1,10,SHOTGUN,0,10,24
23533,BUF,MIA,3,4,SHOTGUN,1,25,16
23535,BUF,MIA,1,10,UNDER CENTER,0,25,16
23536,BUF,MIA,2,5,SHOTGUN,1,25,16
23538,BUF,MIA,1,10,UNDER CENTER,1,25,16
23540,MIA,BUF,3,10,SHOTGUN,1,10,24
23541,MIA,BUF,2,9,SHOTGUN,0,10,24
23542,MIA,BUF,1,10,UNDER CENTER,0,10,24
23544,BUF,MIA,3,4,SHOTGUN,1,25,16
23545,BUF,MIA,2,7,UNDER CENTER,0,25,16
23546,MIA,BUF,2,15,SHOTGUN,1,10,24
23547,MIA,BUF,1,15,SHOTGUN,1,10,24
23550,BUF,MIA,3,8,SHOTGUN,1,25,16
23552,BUF,MIA,2,8,NO HUDDLE SHOTGUN,1,25,16
23553,BUF,MIA,1,10,SHOTGUN,0,25,16
23554,BUF,MIA,2,6,SHOTGUN,1,25,16
23555,BUF,MIA,1,10,SHOTGUN,0,25,16
23557,PIT,CLE,3,9,SHOTGUN,1,18,12
23558,PIT,CLE,2,10,SHOTGUN,1,18,12
23559,PIT,CLE,1,10,SHOTGUN,1,18,12
23560,PIT,CLE,1,10,SHOTGUN,0,18,12
23561,PIT,CLE,3,11,SHOTGUN,1,18,12
23562,PIT,CLE,2,10,UNDER CENTER,0,18,12
23563,PIT,CLE,1,10,SHOTGUN,1,18,12
23564,PIT,CLE,3,3,SHOTGUN,0,18,12
23565,PIT,CLE,2,6,SHOTGUN,0,18,12
23566,PIT,CLE,1,10,SHOTGUN,0,18,12
23570,CLE,PIT,3,5,SHOTGUN,1,3,13
23571,CLE,PIT,2,4,UNDER CENTER,0,3,13
23572,CLE,PIT,1,4,UNDER CENTER,1,3,13
23573,CLE,PIT,2,2,SHOTGUN,0,3,13
23574,CLE,PIT,1,10,UNDER CENTER,0,3,13
23575,CLE,PIT,2,10,SHOTGUN,1,3,13
23576,CLE,PIT,1,10,SHOTGUN,1,3,13
23577,CLE,PIT,2,2,UNDER CENTER,1,3,13
23578,CLE,PIT,1,15,UNDER CENTER,0,3,13
23583,PIT,CLE,2,7,SHOTGUN,1,18,12
23585,PIT,CLE,1,10,SHOTGUN,0,18,12
23586,PIT,CLE,3,8,SHOTGUN,1,18,12
23587,PIT,CLE,2,10,SHOTGUN,1,18,12
23588,CLE,PIT,1,10,UNDER CENTER,0,3,13
23589,CLE,PIT,2,6,SHOTGUN,1,3,13
23590,CLE,PIT,1,10,UNDER CENTER,0,3,13
23591,CLE,PIT,3,10,SHOTGUN,1,3,13
23592,CLE,PIT,2,10,SHOTGUN,1,3,13
23593,CLE,PIT,1,10,UNDER CENTER,0,3,13
23596,PIT,CLE,3,10,SHOTGUN,1,18,12
23597,PIT,CLE,2,7,SHOTGUN,1,18,12
23599,PIT,CLE,1,10,UNDER CENTER,0,18,12
23602,PIT,CLE,2,5,UNDER CENTER,1,18,12
23603,PIT,CLE,1,10,SHOTGUN,1,18,12
23604,PIT,CLE,3,4,SHOTGUN,1,18,12
23605,PIT,CLE,2,8,UNDER CENTER,0,18,12
23606,PIT,CLE,1,10,UNDER CENTER,0,18,12
23610,CIN,BAL,2,6,SHOTGUN,0,4,26
23611,CIN,BAL,1,10,UNDER CENTER,0,4,26
23612,BAL,CIN,2,8,SHOTGUN,0,26,31
23613,BAL,CIN,1,10,SHOTGUN,0,26,31
23615,CIN,BAL,3,1,UNDER CENTER,0,4,26
23616,CIN,BAL,2,10,UNDER CENTER,0,4,26
23617,CIN,BAL,1,10,SHOTGUN,1,4,26
23618,CIN,BAL,2,4,SHOTGUN,0,4,26
23619,CIN,BAL,1,10,UNDER CENTER,0,4,26
23620,CIN,BAL,3,6,SHOTGUN,1,4,26
23621,CIN,BAL,2,6,SHOTGUN,1,4,26
23622,CIN,BAL,1,10,UNDER CENTER,0,4,26
23623,BAL,CIN,4,1,UNDER CENTER,0,26,31
23624,BAL,CIN,3,6,SHOTGUN,0,26,31
23625,BAL,CIN,2,8,SHOTGUN,0,26,31
23626,BAL,CIN,1,10,SHOTGUN,0,26,31
23627,BAL,CIN,3,3,SHOTGUN,0,26,31
23628,BAL,CIN,2,4,SHOTGUN,0,26,31
23629,BAL,CIN,1,10,SHOTGUN,0,26,31
23630,BAL,CIN,2,2,SHOTGUN,0,26,31
23631,BAL,CIN,1,10,SHOTGUN,1,26,31
23634,CIN,BAL,3,10,SHOTGUN,1,4,26
23635,CIN,BAL,2,8,SHOTGUN,0,4,26
23636,CIN,BAL,1,10,UNDER CENTER,0,4,26
23639,BAL,CIN,1,9,SHOTGUN,1,26,31
23640,BAL,CIN,3,1,SHOTGUN,1,26,31
23641,BAL,CIN,2,6,SHOTGUN,1,26,31
23642,BAL,CIN,1,10,SHOTGUN,0,26,31
23643,BAL,CIN,3,2,SHOTGUN,0,26,31
23646,CIN,BAL,2,12,SHOTGUN,1,4,26
23647,CIN,BAL,1,10,SHOTGUN,0,4,26
23650,BAL,CIN,1,4,SHOTGUN,0,26,31
23651,BAL,CIN,1,10,SHOTGUN,0,26,31
23652,BAL,CIN,2,4,SHOTGUN,0,26,31
23653,BAL,CIN,1,10,SHOTGUN,0,26,31
23657,BAL,CIN,1,10,SHOTGUN,0,26,31
23660,CIN,BAL,3,1,SHOTGUN,1,4,26
23662,CIN,BAL,1,10,SHOTGUN,0,4,26
23663,CIN,BAL,1,10,SHOTGUN,1,4,26
23664,CIN,BAL,2,2,UNDER CENTER,0,4,26
23665,CIN,BAL,1,10,UNDER CENTER,1,4,26
23668,BAL,CIN,3,8,SHOTGUN,1,26,31
23669,BAL,CIN,2,8,SHOTGUN,1,26,31
23670,BAL,CIN,1,10,SHOTGUN,0,26,31
23672,MIA,BUF,2,5,SHOTGUN,1,10,24
23673,MIA,BUF,1,10,SHOTGUN,0,10,24
23674,MIA,BUF,2,7,SHOTGUN,1,10,24
23675,MIA,BUF,1,10,SHOTGUN,0,10,24
23680,BUF,NE,2,7,UNDER CENTER,0,24,17
23681,BUF,NE,1,10,UNDER CENTER,0,24,17
23682,GB,TEN,2,10,UNDER CENTER,0,22,18
23683,GB,TEN,1,10,UNDER CENTER,0,22,18
23684,GB,TEN,2,1,UNDER CENTER,1,22,18
23685,GB,TEN,1,10,UNDER CENTER,0,22,18
23686,GB,TEN,2,4,UNDER CENTER,0,22,18
23687,GB,TEN,1,10,UNDER CENTER,0,22,18
23688,TEN,GB,4,4,SHOTGUN,1,9,21
23689,TEN,GB,3,10,SHOTGUN,1,9,21
23690,TEN,GB,2,10,SHOTGUN,1,9,21
23691,TEN,GB,1,10,NO HUDDLE,1,9,21
23692,TEN,GB,2,1,NO HUDDLE,0,9,21
23693,TEN,GB,1,10,NO HUDDLE,0,9,21
23694,TEN,GB,2,9,NO HUDDLE SHOTGUN,1,9,21
23696,TEN,GB,2,4,UNDER CENTER,0,9,21
23697,TEN,GB,1,10,UNDER CENTER,0,9,21
23698,GB,TEN,3,11,SHOTGUN,1,22,18
23699,TEN,GB,3,7,SHOTGUN,1,9,21
23700,TEN,GB,2,10,UNDER CENTER,0,9,21
23701,TEN,GB,1,10,UNDER CENTER,1,9,21
23702,TEN,GB,2,10,UNDER CENTER,0,9,21
23703,TEN,GB,1,10,SHOTGUN,1,9,21
23704,TEN,GB,3,3,SHOTGUN,1,9,21
23705,TEN,GB,2,6,NO HUDDLE,0,9,21
23706,TEN,GB,1,10,UNDER CENTER,0,9,21
23709,GB,TEN,2,2,SHOTGUN,0,22,18
23710,GB,TEN,1,10,UNDER CENTER,0,22,18
23711,GB,TEN,2,8,SHOTGUN,1,22,18
23712,GB,TEN,1,5,SHOTGUN,0,22,18
23714,GB,TEN,2,2,UNDER CENTER,0,22,18
23715,GB,TEN,1,10,UNDER CENTER,0,22,18
23716,GB,TEN,1,10,SHOTGUN,1,22,18
23718,TEN,GB,3,7,SHOTGUN,1,9,21
23719,TEN,GB,2,10,SHOTGUN,0,9,21
23720,TEN,GB,1,10,UNDER CENTER,1,9,21
23723,GB,TEN,2,8,UNDER CENTER,1,22,18
23724,GB,TEN,1,7,UNDER CENTER,0,22,18
23725,GB,TEN,1,10,SHOTGUN,0,22,18
23727,TEN,GB,3,1,SHOTGUN,0,9,21
23728,TEN,GB,2,6,UNDER CENTER,0,9,21
23729,TEN,GB,1,10,UNDER CENTER,0,9,21
23730,TEN,GB,2,7,SHOTGUN,1,9,21
23731,TEN,GB,1,10,UNDER CENTER,0,9,21
23734,GB,TEN,1,10,SHOTGUN,1,22,18
23739,TEN,GB,2,2,NO HUDDLE SHOTGUN,1,9,21
23740,TEN,GB,1,10,NO HUDDLE SHOTGUN,1,9,21
23741,TEN,GB,2,12,NO HUDDLE SHOTGUN,1,9,21
23742,TEN,GB,1,10,SHOTGUN,0,9,21
23744,TEN,GB,2,7,UNDER CENTER,1,9,21
23746,TEN,GB,1,10,UNDER CENTER,0,9,21
23747,TEN,GB,3,4,SHOTGUN,1,9,21
23748,TEN,GB,2,9,UNDER CENTER,0,9,21
23749,TEN,GB,1,10,UNDER CENTER,0,9,21
23752,GB,TEN,3,8,SHOTGUN,1,22,18
23753,GB,TEN,2,5,UNDER CENTER,0,22,18
23755,GB,TEN,2,8,UNDER CENTER,0,22,18
23756,GB,TEN,1,10,SHOTGUN,0,22,18
23757,GB,TEN,1,10,SHOTGUN,1,22,18
23760,TEN,GB,2,17,SHOTGUN,1,9,21
23763,GB,TEN,1,10,SHOTGUN,1,22,18
23764,TEN,GB,3,4,SHOTGUN,1,9,21
23765,TEN,GB,2,9,NO HUDDLE,0,9,21
23766,TEN,GB,1,10,UNDER CENTER,0,9,21
23769,GB,TEN,3,1,UNDER CENTER,1,22,18
23771,GB,TEN,2,10,SHOTGUN,0,22,18
23772,GB,TEN,1,10,UNDER CENTER,1,22,18
23773,GB,TEN,1,10,UNDER CENTER,1,22,18
