,OffenseTeam,DefenseTeam,ToGo,PlayType,DefensePassRank,DefenseRunRank,Down_1,Down_2,Down_3,Down_4,Formation_NO HUDDLE,Formation_NO HUDDLE SHOTGUN,Formation_SHOTGUN,Formation_UNDER CENTER
27043,CIN,PHI,10,0,20,10,1,0,0,0,0,0,0,1
27044,CIN,PHI,10,1,20,10,1,0,0,0,0,0,1,0
27045,PHI,CIN,10,1,26,31,0,1,0,0,0,0,1,0
27046,PHI,CIN,10,1,26,31,1,0,0,0,0,0,1,0
27047,PHI,CIN,10,1,26,31,1,0,0,0,0,0,1,0
27048,PHI,CIN,10,0,26,31,1,0,0,0,0,0,1,0
27049,CIN,PHI,10,0,20,10,1,0,0,0,0,0,0,1
27050,CIN,PHI,15,1,20,10,0,0,1,0,0,0,1,0
27051,CIN,PHI,10,0,20,10,1,0,0,0,0,0,0,1
27052,CIN,PHI,10,1,20,10,1,0,0,0,0,0,1,0
27053,PHI,CIN,10,1,26,31,0,0,1,0,0,0,1,0
27054,PHI,CIN,13,1,26,31,0,1,0,0,0,0,1,0
27055,PHI,CIN,6,0,26,31,0,1,0,0,0,0,1,0
27056,PHI,CIN,10,0,26,31,1,0,0,0,0,0,0,1
27057,PHI,CIN,10,1,26,31,0,0,1,0,0,0,1,0
27058,PHI,CIN,7,0,26,31,0,1,0,0,0,0,0,1
27059,CIN,PHI,10,0,20,10,1,0,0,0,0,0,0,1
27060,CIN,PHI,10,1,20,10,1,0,0,0,0,0,0,1
27061,PHI,CIN,7,1,26,31,0,0,1,0,0,0,1,0
27062,PHI,CIN,7,1,26,31,0,1,0,0,1,0,0,0
27063,PHI,CIN,10,0,26,31,1,0,0,0,0,0,1,0
27064,CIN,PHI,4,1,20,10,1,0,0,0,0,0,0,1
27065,CIN,PHI,10,1,20,10,0,1,0,0,0,0,0,1
27066,CIN,PHI,10,0,20,10,1,0,0,0,0,0,0,1
27067,CIN,PHI,13,1,20,10,0,1,0,0,0,0,1,0
27068,CAR,LAC,10,1,14,20,1,0,0,0,0,0,0,1
27069,CAR,LAC,2,0,14,20,0,0,1,0,0,0,0,1
27070,CAR,LAC,10,1,14,20,0,1,0,0,0,0,1,0
27071,CAR,LAC,4,1,14,20,0,0,1,0,0,0,1,0
27072,CAR,LAC,10,0,14,20,0,1,0,0,0,0,0,1
27073,CAR,LAC,10,1,14,20,1,0,0,0,0,0,1,0
27074,CAR,LAC,10,1,14,20,1,0,0,0,0,0,1,0
27075,LAC,CAR,10,0,12,28,1,0,0,0,0,0,0,1
27076,LAC,CAR,7,1,12,28,0,1,0,0,0,0,1,0
27077,LAC,CAR,10,0,12,28,1,0,0,0,0,0,0,1
27078,CAR,LAC,4,1,14,20,0,0,1,0,0,0,1,0
27079,CAR,LAC,4,0,14,20,0,1,0,0,0,0,1,0
27080,CAR,LAC,13,0,14,20,1,0,0,0,0,0,0,1
27081,CAR,LAC,10,0,14,20,1,0,0,0,0,0,0,1
27082,CIN,PHI,2,1,20,10,0,0,1,0,0,0,1,0
27083,CIN,PHI,3,0,20,10,0,1,0,0,0,0,0,1
27084,CIN,PHI,10,1,20,10,1,0,0,0,0,0,1,0
27085,PHI,CIN,12,1,26,31,0,0,1,0,0,0,1,0
27086,PHI,CIN,10,0,26,31,1,0,0,0,0,0,0,1
27087,PHI,CIN,3,1,26,31,0,0,1,0,0,0,1,0
27088,PHI,CIN,5,0,26,31,0,1,0,0,0,0,1,0
27089,PHI,CIN,10,0,26,31,1,0,0,0,0,0,0,1
27090,CIN,PHI,10,1,20,10,1,0,0,0,0,0,1,0
27091,PHI,CIN,10,1,26,31,1,0,0,0,0,1,0,0
27092,PHI,CIN,10,1,26,31,1,0,0,0,0,1,0,0
27093,PHI,CIN,10,1,26,31,1,0,0,0,0,0,1,0
27094,CIN,PHI,12,1,20,10,0,0,1,0,0,0,1,0
27095,CIN,PHI,8,0,20,10,0,1,0,0,0,0,0,1
27096,CIN,PHI,10,0,20,10,1,0,0,0,0,0,0,1
27097,PHI,CIN,7,1,26,31,0,1,0,0,0,0,1,0
27098,PHI,CIN,10,0,26,31,1,0,0,0,0,0,0,1
27099,PHI,CIN,10,1,26,31,1,0,0,0,0,1,0,0
27100,PHI,CIN,3,0,26,31,0,1,0,0,0,0,1,0
27101,PHI,CIN,10,1,26,31,1,0,0,0,0,0,0,1
27102,PHI,CIN,10,0,26,31,1,0,0,0,0,0,1,0
27103,PHI,CIN,10,0,26,31,0,1,0,0,0,0,1,0
27104,PHI,CIN,10,1,26,31,1,0,0,0,0,0,0,1
27105,CIN,PHI,5,1,20,10,0,1,0,0,0,0,1,0
27106,CIN,PHI,10,0,20,10,1,0,0,0,0,0,0,1
27107,NYG,SF,6,1,7,7,0,1,0,0,0,0,1,0
27108,NYG,SF,10,1,7,7,1,0,0,0,0,0,0,1
27109,NYG,SF,19,1,7,7,0,0,1,0,0,0,1,0
27110,NYG,SF,10,1,7,7,1,0,0,0,0,1,0,0
27111,NYG,SF,10,1,7,7,1,0,0,0,0,0,1,0
27112,SF,NYG,2,0,11,9,1,0,0,0,0,0,1,0
27113,SF,NYG,12,1,11,9,0,1,0,0,0,0,1,0
27114,SF,NYG,10,0,11,9,1,0,0,0,0,0,0,1
27115,SF,NYG,1,0,11,9,0,0,1,0,0,0,1,0
27116,SF,NYG,7,0,11,9,0,1,0,0,0,0,0,1
27117,SF,NYG,10,0,11,9,1,0,0,0,0,0,0,1
27118,SF,NYG,8,1,11,9,0,0,1,0,0,0,1,0
27119,SF,NYG,17,1,11,9,0,1,0,0,0,0,1,0
27120,SF,NYG,10,0,11,9,1,0,0,0,0,0,0,1
27121,SF,NYG,7,1,11,9,0,1,0,0,0,0,0,1
27122,SF,NYG,10,0,11,9,1,0,0,0,0,0,1,0
27123,SF,NYG,8,1,11,9,0,0,1,0,0,0,1,0
27124,SF,NYG,10,0,11,9,0,1,0,0,0,0,1,0
27125,SF,NYG,11,1,11,9,0,1,0,0,0,0,0,1
27126,SF,NYG,10,0,11,9,1,0,0,0,0,0,1,0
27127,SF,NYG,9,1,11,9,0,1,0,0,0,0,0,1
27128,SF,NYG,10,0,11,9,0,1,0,0,0,0,0,1
27129,SF,NYG,10,0,11,9,1,0,0,0,0,0,0,1
27130,SF,NYG,2,1,11,9,0,0,1,0,0,0,1,0
27131,SF,NYG,8,1,11,9,0,1,0,0,0,0,0,1
27132,SF,NYG,10,0,11,9,1,0,0,0,0,0,0,1
27133,SF,NYG,10,1,11,9,1,0,0,0,0,0,1,0
27134,NYG,SF,10,1,7,7,1,0,0,0,0,0,0,1
27135,NYG,SF,1,0,7,7,0,0,1,0,0,0,0,1
27136,NYG,SF,3,1,7,7,0,1,0,0,0,0,1,0
27137,NYG,SF,2,1,7,7,0,0,0,1,0,0,1,0
27138,NYG,SF,13,1,7,7,0,0,1,0,0,0,1,0
27139,NYG,SF,13,1,7,7,0,1,0,0,0,0,1,0
27140,SF,NYG,8,1,11,9,0,1,0,0,0,0,1,0
27141,SF,NYG,16,1,11,9,1,0,0,0,0,0,1,0
27142,SF,NYG,10,1,11,9,1,0,0,0,0,0,1,0
27143,NYG,SF,10,1,7,7,0,1,0,0,0,0,1,0
27144,SF,NYG,10,0,11,9,1,0,0,0,0,0,0,1
27145,SF,NYG,10,0,11,9,1,0,0,0,0,0,1,0
27146,SF,NYG,13,1,11,9,0,1,0,0,0,0,1,0
27147,SF,NYG,10,0,11,9,1,0,0,0,0,0,0,1
27148,SF,NYG,11,1,11,9,0,1,0,0,0,0,1,0
27149,SF,NYG,10,0,11,9,1,0,0,0,0,0,0,1
27150,SF,NYG,10,1,11,9,1,0,0,0,0,0,0,1
27151,SF,NYG,10,1,11,9,0,1,0,0,0,0,0,1
27152,SF,NYG,10,0,11,9,1,0,0,0,0,0,0,1
27153,SF,NYG,10,1,11,9,0,1,0,0,0,0,1,0
27154,SF,NYG,10,1,11,9,1,0,0,0,0,0,1,0
27155,SF,NYG,6,1,11,9,0,0,1,0,0,0,1,0
27156,SF,NYG,10,0,11,9,0,1,0,0,0,0,1,0
27157,SF,NYG,14,1,11,9,0,0,1,0,0,0,1,0
27158,SF,NYG,4,1,11,9,0,1,0,0,0,0,0,1
27159,SF,NYG,5,1,11,9,1,0,0,0,0,0,0,1
27160,SF,NYG,9,1,11,9,0,0,1,0,0,0,1,0
27161,SF,NYG,6,0,11,9,0,1,0,0,0,0,0,1
27162,PIT,HOU,6,0,28,31,0,1,0,0,0,0,1,0
27163,PIT,HOU,10,0,28,31,1,0,0,0,0,0,1,0
27164,PIT,HOU,5,1,28,31,0,1,0,0,0,0,1,0
27165,PIT,HOU,10,1,28,31,1,0,0,0,0,0,1,0
27166,HOU,PIT,15,1,3,13,0,0,1,0,0,0,1,0
27167,HOU,PIT,15,1,3,13,0,1,0,0,0,0,1,0
27168,HOU,PIT,10,1,3,13,1,0,0,0,0,0,1,0
27169,HOU,PIT,10,1,3,13,0,0,1,0,0,0,1,0
27170,HOU,PIT,10,1,3,13,0,1,0,0,0,0,1,0
27171,HOU,PIT,11,1,3,13,0,1,0,0,0,0,1,0
27172,HOU,PIT,10,0,3,13,1,0,0,0,0,0,0,1
27173,PIT,HOU,8,1,28,31,0,0,1,0,0,0,1,0
27174,PIT,HOU,8,1,28,31,0,1,0,0,0,0,1,0
27175,PIT,HOU,10,0,28,31,1,0,0,0,0,0,1,0
27176,HOU,PIT,10,0,3,13,1,0,0,0,0,0,0,1
27177,PIT,HOU,15,1,28,31,0,1,0,0,0,0,1,0
27178,SF,NYG,6,1,11,9,0,1,0,0,0,0,0,1
27179,SF,NYG,10,0,11,9,1,0,0,0,0,0,1,0
27180,NYG,SF,6,1,7,7,0,1,0,0,0,0,1,0
27181,NYG,SF,10,0,7,7,1,0,0,0,0,0,0,1
27182,NYG,SF,8,1,7,7,0,0,1,0,0,0,1,0
27183,NYG,SF,10,1,7,7,0,1,0,0,0,0,1,0
27184,NYG,SF,10,0,7,7,1,0,0,0,0,0,0,1
27185,SF,NYG,1,0,11,9,0,0,1,0,1,0,0,0
27186,SF,NYG,1,0,11,9,0,1,0,0,0,0,0,1
27187,SF,NYG,10,0,11,9,1,0,0,0,0,0,0,1
27188,SF,NYG,6,1,11,9,0,0,1,0,0,0,1,0
27189,SF,NYG,7,0,11,9,0,1,0,0,0,0,0,1
27190,SF,NYG,10,0,11,9,1,0,0,0,0,0,0,1
27191,MIN,TEN,24,1,22,18,0,0,0,1,0,0,1,0
27192,MIN,TEN,24,1,22,18,0,0,1,0,0,0,0,1
27193,MIN,TEN,10,1,22,18,1,0,0,0,0,0,1,0
27194,TEN,MIN,2,0,30,22,0,1,0,0,0,1,0,0
27195,TEN,MIN,10,1,30,22,1,0,0,0,0,1,0,0
27196,TEN,MIN,10,1,30,22,1,0,0,0,0,1,0,0
27197,TEN,MIN,5,1,30,22,0,1,0,0,0,1,0,0
27198,TEN,MIN,10,0,30,22,1,0,0,0,0,0,0,1
27199,MIN,TEN,10,1,22,18,1,0,0,0,0,0,0,1
27200,TEN,MIN,10,1,30,22,0,0,1,0,0,0,1,0
27201,MIN,TEN,4,0,22,18,0,1,0,0,0,0,0,1
27202,MIN,TEN,10,0,22,18,1,0,0,0,0,0,0,1
27203,MIN,TEN,10,1,22,18,1,0,0,0,0,0,0,1
27204,MIN,TEN,10,0,22,18,1,0,0,0,0,0,0,1
27205,TEN,MIN,1,0,30,22,0,0,1,0,0,0,0,1
27206,TEN,MIN,3,0,30,22,0,1,0,0,0,0,1,0
27207,TEN,MIN,8,0,30,22,1,0,0,0,1,0,0,0
27208,TEN,MIN,4,1,30,22,0,1,0,0,0,0,0,1
27209,TEN,MIN,10,0,30,22,1,0,0,0,0,0,0,1
27210,TEN,MIN,4,0,30,22,0,1,0,0,0,0,0,1
27211,TEN,MIN,10,1,30,22,1,0,0,0,0,0,0,1
27212,TEN,MIN,10,0,30,22,1,0,0,0,0,0,0,1
27213,TEN,MIN,3,1,30,22,0,0,1,0,0,0,1,0
27214,TEN,MIN,3,1,30,22,0,1,0,0,1,0,0,0
27215,TEN,MIN,10,0,30,22,1,0,0,0,0,0,0,1
27216,MIN,TEN,13,1,22,18,0,0,1,0,0,0,1,0
27217,MIN,TEN,10,0,22,18,0,1,0,0,0,0,0,1
27218,MIN,TEN,10,1,22,18,1,0,0,0,0,0,0,1
27219,MIN,TEN,1,0,22,18,0,0,1,0,0,0,0,1
27220,MIN,TEN,5,0,22,18,0,1,0,0,0,0,0,1
27221,MIN,TEN,10,0,22,18,1,0,0,0,0,0,0,1
27222,MIN,TEN,10,0,22,18,1,0,0,0,0,0,0,1
27223,MIN,TEN,7,0,22,18,0,1,0,0,0,0,1,0
27224,MIN,TEN,10,0,22,18,1,0,0,0,0,0,1,0
27225,TEN,MIN,5,1,30,22,0,0,1,0,0,1,0,0
27226,TEN,MIN,10,1,30,22,0,1,0,0,0,1,0,0
27227,MIN,TEN,9,1,22,18,0,1,0,0,0,0,1,0
27228,MIN,TEN,10,0,22,18,1,0,0,0,0,0,0,1
27229,TEN,MIN,11,1,30,22,0,0,1,0,0,0,1,0
27230,TEN,MIN,8,0,30,22,0,1,0,0,0,0,0,1
27231,TEN,MIN,10,0,30,22,1,0,0,0,0,0,0,1
27232,TEN,MIN,10,1,30,22,1,0,0,0,0,0,0,1
27233,TEN,MIN,10,0,30,22,1,0,0,0,0,0,0,1
27234,TEN,MIN,1,0,30,22,0,0,0,1,0,0,0,1
27235,TEN,MIN,10,0,30,22,1,0,0,0,0,0,0,1
27236,TEN,MIN,1,0,30,22,0,1,0,0,0,0,0,1
27237,TEN,MIN,10,0,30,22,1,0,0,0,0,0,0,1
27238,MIN,TEN,10,1,22,18,1,0,0,0,0,0,0,1
27239,MIN,TEN,3,1,22,18,0,0,1,0,0,0,1,0
27240,MIN,TEN,7,0,22,18,0,1,0,0,0,0,0,1
27241,MIN,TEN,10,1,22,18,1,0,0,0,0,0,0,1
27242,MIN,TEN,10,0,22,18,1,0,0,0,0,0,0,1
27243,MIN,TEN,10,1,22,18,1,0,0,0,0,0,0,1
27244,TEN,MIN,10,1,30,22,1,0,0,0,0,0,0,1
27245,TEN,MIN,4,1,30,22,0,0,1,0,0,1,0,0
27246,TEN,MIN,8,0,30,22,0,1,0,0,0,0,1,0
27247,TEN,MIN,10,0,30,22,1,0,0,0,1,0,0,0
27248,TEN,MIN,6,1,30,22,0,1,0,0,0,1,0,0
27249,TEN,MIN,10,0,30,22,1,0,0,0,1,0,0,0
27250,TEN,MIN,10,1,30,22,1,0,0,0,0,0,0,1
27251,MIN,TEN,10,0,22,18,1,0,0,0,0,0,0,1
27252,MIN,TEN,8,1,22,18,0,1,0,0,0,0,0,1
27253,MIN,TEN,10,0,22,18,1,0,0,0,0,0,0,1
27254,MIN,TEN,6,1,22,18,0,1,0,0,0,0,1,0
27255,MIN,TEN,10,0,22,18,1,0,0,0,0,0,0,1
27256,MIN,TEN,10,0,22,18,0,1,0,0,0,0,1,0
27257,MIN,TEN,10,1,22,18,1,0,0,0,0,0,0,1
27258,TEN,MIN,10,0,30,22,1,0,0,0,0,0,0,1
27259,MIN,TEN,1,0,22,18,0,1,0,0,0,0,0,1
27260,MIN,TEN,10,0,22,18,1,0,0,0,0,0,0,1
27261,TEN,MIN,10,1,30,22,0,1,0,0,0,0,0,1
27262,TEN,MIN,10,0,30,22,1,0,0,0,0,0,0,1
27263,TEN,MIN,5,1,30,22,0,0,1,0,0,1,0,0
27264,TEN,MIN,21,1,30,22,0,1,0,0,0,0,1,0
27265,TEN,MIN,20,1,30,22,1,0,0,0,0,0,1,0
27266,TEN,MIN,5,1,30,22,0,1,0,0,0,0,0,1
27267,TEN,MIN,10,0,30,22,1,0,0,0,0,0,0,1
27268,PHI,CIN,10,0,26,31,1,0,0,0,0,0,1,0
27269,CIN,PHI,1,1,20,10,0,1,0,0,0,0,1,0
27270,CIN,PHI,1,0,20,10,1,0,0,0,0,0,0,1
27271,CIN,PHI,10,1,20,10,0,1,0,0,0,0,1,0
27272,CIN,PHI,10,1,20,10,1,0,0,0,0,0,1,0
27273,CIN,PHI,10,1,20,10,0,1,0,0,0,0,1,0
27274,CIN,PHI,10,1,20,10,1,0,0,0,0,1,0,0
27275,CIN,PHI,10,1,20,10,1,0,0,0,0,0,1,0
27276,PHI,CIN,9,1,26,31,0,0,1,0,0,0,1,0
27277,PHI,CIN,9,1,26,31,0,0,1,0,0,0,1,0
27278,PHI,CIN,9,1,26,31,0,1,0,0,0,1,0,0
27279,PHI,CIN,10,0,26,31,1,0,0,0,0,0,0,1
27280,PHI,CIN,16,1,26,31,0,1,0,0,0,0,1,0
27281,PHI,CIN,10,0,26,31,1,0,0,0,0,0,0,1
27282,PHI,CIN,10,1,26,31,0,0,1,0,0,0,1,0
27283,PHI,CIN,10,1,26,31,0,1,0,0,0,0,1,0
27284,PHI,CIN,10,1,26,31,1,0,0,0,0,0,1,0
27285,CIN,PHI,8,1,20,10,0,1,0,0,0,0,1,0
27286,CLE,WAS,16,0,2,11,0,1,0,0,0,0,0,1
27287,CLE,WAS,20,0,2,11,1,0,0,0,0,0,0,1
27288,CLE,WAS,3,0,2,11,0,0,1,0,0,0,0,1
27289,CLE,WAS,3,0,2,11,0,1,0,0,0,0,0,1
27290,CLE,WAS,10,0,2,11,1,0,0,0,0,0,0,1
27291,CLE,WAS,2,1,2,11,0,0,1,0,0,0,0,1
27292,WAS,CLE,10,1,18,12,1,0,0,0,0,0,1,0
27293,WAS,CLE,11,1,18,12,0,0,1,0,0,0,1,0
27294,WAS,CLE,10,1,18,12,0,1,0,0,0,0,1,0
27295,WAS,CLE,10,1,18,12,1,0,0,0,0,0,1,0
27296,CLE,WAS,10,0,2,11,1,0,0,0,0,0,0,1
27297,CLE,WAS,10,1,2,11,0,1,0,0,0,0,0,1
27298,CLE,WAS,7,0,2,11,0,1,0,0,0,0,0,1
27299,CLE,WAS,10,0,2,11,1,0,0,0,0,0,0,1
27300,CLE,WAS,7,1,2,11,0,0,0,1,0,0,1,0
27301,CLE,WAS,7,1,2,11,0,0,1,0,0,0,1,0
27302,CLE,WAS,10,0,2,11,0,1,0,0,0,0,1,0
27303,CLE,WAS,10,1,2,11,1,0,0,0,0,0,0,1
27304,CLE,WAS,6,0,2,11,0,1,0,0,0,0,0,1
27305,CLE,WAS,10,0,2,11,1,0,0,0,0,0,0,1
27306,CLE,WAS,8,1,2,11,0,1,0,0,0,0,0,1
27307,CLE,WAS,10,0,2,11,1,0,0,0,0,0,0,1
27308,WAS,CLE,1,0,18,12,0,0,1,0,0,0,0,1
27309,WAS,CLE,7,1,18,12,0,1,0,0,0,0,0,1
27310,WAS,CLE,10,0,18,12,1,0,0,0,0,0,1,0
27311,WAS,CLE,10,1,18,12,0,1,0,0,0,0,1,0
27312,WAS,CLE,10,1,18,12,1,0,0,0,0,0,1,0
27313,WAS,CLE,7,0,18,12,0,1,0,0,1,0,0,0
27314,WAS,CLE,10,0,18,12,1,0,0,0,0,0,0,1
27315,CLE,WAS,10,1,2,11,1,0,0,0,0,0,0,1
27316,CLE,WAS,9,1,2,11,0,0,1,0,0,0,1,0
27317,CLE,WAS,15,1,2,11,0,1,0,0,0,0,1,0
27318,WAS,CLE,10,0,18,12,0,1,0,0,0,0,0,1
27319,WAS,CLE,10,1,18,12,1,0,0,0,0,0,1,0
27320,WAS,CLE,10,1,18,12,1,0,0,0,0,1,0,0
27321,WAS,CLE,5,1,18,12,0,1,0,0,0,0,1,0
27322,BUF,LA,3,1,1,3,1,0,0,0,0,0,1,0
27323,BUF,LA,25,1,1,3,0,1,0,0,0,0,1,0
27324,BUF,LA,10,1,1,3,1,0,0,0,0,0,1,0
27325,BUF,LA,10,1,1,3,1,0,0,0,0,1,0,0
27326,BUF,LA,4,0,1,3,0,1,0,0,0,0,1,0
27327,BUF,LA,10,1,1,3,1,0,0,0,0,0,1,0
27328,BUF,LA,22,1,1,3,0,0,1,0,0,0,1,0
27329,BUF,LA,22,1,1,3,0,1,0,0,0,0,1,0
27330,LA,BUF,10,0,10,24,1,0,0,0,1,0,0,0
27331,LA,BUF,10,1,10,24,1,0,0,0,0,0,0,1
27332,BUF,LA,22,1,1,3,0,1,0,0,0,0,1,0
27333,BUF,LA,10,1,1,3,1,0,0,0,0,0,1,0
27334,BUF,LA,5,0,1,3,0,1,0,0,0,0,1,0
27335,LA,BUF,10,1,10,24,1,0,0,0,0,0,0,1
27336,LA,BUF,8,1,10,24,0,0,1,0,0,0,1,0
27337,LA,BUF,16,1,10,24,0,1,0,0,0,0,1,0
27338,LA,BUF,20,0,10,24,1,0,0,0,0,0,0,1
27339,LA,BUF,10,0,10,24,0,1,0,0,0,0,0,1
27340,LA,BUF,10,1,10,24,1,0,0,0,0,0,0,1
27341,LA,BUF,11,1,10,24,0,0,1,0,0,0,1,0
27342,LA,BUF,5,1,10,24,0,1,0,0,0,0,0,1
27343,BUF,LA,10,1,1,3,0,1,0,0,0,0,1,0
27344,BUF,LA,10,1,1,3,1,0,0,0,0,0,0,1
27345,LA,BUF,10,1,10,24,1,0,0,0,0,0,0,1
27346,LA,BUF,7,1,10,24,0,1,0,0,0,0,0,1
27347,LA,BUF,10,0,10,24,1,0,0,0,0,0,0,1
27348,LA,BUF,1,0,10,24,0,1,0,0,0,0,0,1
27349,LA,BUF,7,0,10,24,1,0,0,0,1,0,0,0
27350,LA,BUF,10,1,10,24,1,0,0,0,1,0,0,0
27351,LA,BUF,10,1,10,24,0,1,0,0,0,0,1,0
27352,LA,BUF,10,1,10,24,1,0,0,0,1,0,0,0
27353,LA,BUF,1,0,10,24,0,1,0,0,0,0,0,1
27354,LA,BUF,10,1,10,24,1,0,0,0,1,0,0,0
27355,LA,BUF,10,0,10,24,1,0,0,0,0,0,0,1
27356,BUF,LA,4,1,1,3,0,0,1,0,0,0,1,0
27357,BUF,LA,4,1,1,3,0,1,0,0,0,0,1,0
27358,BUF,LA,1,0,1,3,1,0,0,0,1,0,0,0
27359,BUF,LA,6,1,1,3,0,0,1,0,0,0,1,0
27360,BUF,LA,18,1,1,3,0,1,0,0,0,0,1,0
27361,LA,BUF,1,0,10,24,0,0,1,0,0,0,0,1
27362,LA,BUF,1,0,10,24,0,1,0,0,0,0,0,1
27363,LA,BUF,10,0,10,24,1,0,0,0,0,0,0,1
27364,LA,BUF,20,0,10,24,0,1,0,0,0,0,0,1
27365,LA,BUF,10,1,10,24,1,0,0,0,0,1,0,0
27366,LA,BUF,10,1,10,24,1,0,0,0,0,0,1,0
27367,BUF,LA,3,1,1,3,0,1,0,0,0,0,0,1
27368,BUF,LA,4,0,1,3,1,0,0,0,0,0,1,0
27369,BUF,LA,10,1,1,3,1,0,0,0,0,1,0,0
27370,BUF,LA,6,1,1,3,0,1,0,0,0,0,1,0
27371,BUF,LA,10,0,1,3,1,0,0,0,0,0,0,1
27372,LA,BUF,10,1,10,24,1,0,0,0,0,0,0,1
27373,LA,BUF,1,0,10,24,0,0,1,0,0,0,0,1
27374,LA,BUF,10,0,10,24,1,0,0,0,1,0,0,0
27375,LA,BUF,10,0,10,24,1,0,0,0,0,0,0,1
27376,LA,BUF,10,0,10,24,1,0,0,0,1,0,0,0
27377,LA,BUF,3,0,10,24,0,1,0,0,0,0,0,1
27378,LA,BUF,10,1,10,24,1,0,0,0,0,0,1,0
27379,BUF,LA,5,0,1,3,0,1,0,0,0,0,0,1
27380,BUF,LA,10,1,1,3,1,0,0,0,0,0,1,0
27381,BUF,LA,1,0,1,3,0,1,0,0,0,0,0,1
27382,BUF,LA,10,1,1,3,1,0,0,0,0,0,1,0
27383,BUF,LA,10,1,1,3,1,0,0,0,0,0,0,1
27384,LA,BUF,10,1,10,24,0,0,1,0,0,1,0,0
27385,LA,BUF,10,0,10,24,0,1,0,0,0,0,1,0
27386,LA,BUF,10,1,10,24,1,0,0,0,1,0,0,0
27387,LA,BUF,10,0,10,24,1,0,0,0,0,0,0,1
27388,LV,NE,10,1,24,17,1,0,0,0,0,0,1,0
27389,LV,NE,2,0,24,17,0,0,1,0,0,1,0,0
27390,LV,NE,9,1,24,17,0,1,0,0,0,0,1,0
27391,LV,NE,10,1,24,17,1,0,0,0,0,1,0,0
27392,LV,NE,10,1,24,17,1,0,0,0,0,1,0,0
27393,LV,NE,2,0,24,17,0,0,1,0,0,1,0,0
27394,NE,LV,2,0,27,23,1,0,0,0,1,0,0,0
27395,NE,LV,7,0,27,23,0,1,0,0,0,0,0,1
27396,NE,LV,10,0,27,23,1,0,0,0,0,0,0,1
27397,NE,LV,10,1,27,23,1,0,0,0,0,0,0,1
27398,NE,LV,11,1,27,23,0,1,0,0,0,0,1,0
27399,NE,LV,10,1,27,23,1,0,0,0,0,0,0,1
27400,NE,LV,10,0,27,23,1,0,0,0,0,0,1,0
27401,LV,NE,7,1,24,17,0,0,1,0,0,0,1,0
27402,LV,NE,7,1,24,17,0,1,0,0,0,0,1,0
27403,LV,NE,10,0,24,17,1,0,0,0,0,0,1,0
27404,LV,NE,11,1,24,17,0,1,0,0,0,0,1,0
27405,LV,NE,10,0,24,17,1,0,0,0,0,0,0,1
27406,LV,NE,10,1,24,17,1,0,0,0,0,0,1,0
27407,LV,NE,8,1,24,17,0,1,0,0,0,1,0,0
27408,LV,NE,10,0,24,17,1,0,0,0,0,0,0,1
27409,LV,NE,10,1,24,17,1,0,0,0,0,0,0,1
27410,NE,LV,4,1,27,23,0,1,0,0,0,0,1,0
27411,NE,LV,10,1,27,23,1,0,0,0,0,0,1,0
27412,LV,NE,4,1,24,17,0,0,1,0,0,0,1,0
27413,LV,NE,7,0,24,17,0,1,0,0,0,0,0,1
27414,LV,NE,10,1,24,17,1,0,0,0,0,0,1,0
27415,NE,LV,15,1,27,23,0,1,0,0,0,0,0,1
27416,LV,NE,6,1,24,17,0,0,1,0,0,0,1,0
27417,NE,LV,4,0,27,23,0,1,0,0,0,0,0,1
27418,LV,NE,6,1,24,17,0,1,0,0,0,0,1,0
27419,LV,NE,10,0,24,17,1,0,0,0,0,0,0,1
27420,NE,LV,10,1,27,23,1,0,0,0,0,0,0,1
27421,LV,NE,6,1,24,17,0,1,0,0,0,0,0,1
27422,LV,NE,10,1,24,17,1,0,0,0,0,0,1,0
27423,LV,NE,10,0,24,17,1,0,0,0,0,0,0,1
27424,NE,LV,10,1,27,23,1,0,0,0,0,0,1,0
27425,NE,LV,4,0,27,23,0,0,1,0,1,0,0,0
27426,NE,LV,9,1,27,23,0,1,0,0,0,0,1,0
27427,NE,LV,10,0,27,23,1,0,0,0,0,0,0,1
27428,NE,LV,11,1,27,23,0,1,0,0,0,0,1,0
27429,NE,LV,10,0,27,23,1,0,0,0,0,0,0,1
27430,LV,NE,10,1,24,17,1,0,0,0,0,0,1,0
27431,LV,NE,10,0,24,17,1,0,0,0,0,0,0,1
27432,NE,LV,5,1,27,23,0,0,1,0,0,0,1,0
27433,NE,LV,5,1,27,23,0,1,0,0,0,0,0,1
27434,NE,LV,10,0,27,23,1,0,0,0,0,0,0,1
27435,NE,LV,6,0,27,23,0,1,0,0,0,0,0,1
27436,NE,LV,10,0,27,23,1,0,0,0,0,0,0,1
27437,NE,LV,4,0,27,23,0,0,1,0,0,0,0,1
27438,NE,LV,10,0,27,23,0,1,0,0,0,0,0,1
27439,LV,NE,10,0,24,17,1,0,0,0,0,0,0,1
27440,NE,LV,10,1,27,23,0,0,1,0,0,0,1,0
27441,NE,LV,10,1,27,23,0,1,0,0,0,0,1,0
27442,NE,LV,10,1,27,23,1,0,0,0,0,0,1,0
27443,NE,LV,10,0,27,23,1,0,0,0,0,0,0,1
27444,NE,LV,10,1,27,23,1,0,0,0,0,0,0,1
27445,NE,LV,10,0,27,23,1,0,0,0,0,0,0,1
